User Query,Intent,Locations,Dates,Recommendation
"User is looking for hotel booking in Chennai, Chennai.",hotel_booking,"Chennai, Chennai",2024-04-13,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Pune.",flight_booking,"Kolkata, Pune",2024-10-11,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Mumbai.",car_rental,"Hyderabad, Mumbai",2024-09-13,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Mumbai.",hotel_booking,"Pune, Mumbai",2024-05-02,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Delhi.",car_rental,"Kolkata, Delhi",2024-03-25,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Kolkata.",flight_booking,"Delhi, Kolkata",2024-03-24,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Kolkata.",flight_booking,"Jaipur, Kolkata",2024-09-08,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Hyderabad.",flight_booking,"Jaipur, Hyderabad",2024-07-09,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-06-21,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-02-24,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Mumbai.",flight_booking,"Chennai, Mumbai",2024-03-24,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Jaipur.",flight_booking,"Bangalore, Jaipur",2024-02-07,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-09-08,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Jaipur.",hotel_booking,"Delhi, Jaipur",2024-02-25,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Hyderabad.",flight_booking,"Bangalore, Hyderabad",2024-07-16,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Mumbai.",hotel_booking,"Bangalore, Mumbai",2024-01-03,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Jaipur.",car_rental,"Mumbai, Jaipur",2024-07-13,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Bangalore.",flight_booking,"Hyderabad, Bangalore",2024-12-24,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-01-14,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Mumbai.",travel_advisory,"Hyderabad, Mumbai",2024-12-05,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Pune.",flight_booking,"Hyderabad, Pune",2024-03-22,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Pune.",hotel_booking,"Delhi, Pune",2024-05-12,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Kolkata.",travel_advisory,"Delhi, Kolkata",2024-06-16,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Chennai.",travel_advisory,"Pune, Chennai",2024-02-26,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-08-13,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Bangalore.",hotel_booking,"Pune, Bangalore",2024-10-11,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-11-22,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Pune.",flight_booking,"Hyderabad, Pune",2024-05-01,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-12-03,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Delhi.",hotel_booking,"Jaipur, Delhi",2024-12-05,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Delhi.",flight_booking,"Delhi, Delhi",2024-02-20,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Pune.",flight_booking,"Mumbai, Pune",2024-08-04,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Kolkata.",hotel_booking,"Kolkata, Kolkata",2024-07-12,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-04-10,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Bangalore.",flight_booking,"Kolkata, Bangalore",2024-06-19,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Chennai.",car_rental,"Bangalore, Chennai",2024-10-11,No specific recommendation for this route.
"User is looking for flight booking in Pune, Hyderabad.",flight_booking,"Pune, Hyderabad",2024-06-15,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Chennai.",flight_booking,"Chennai, Chennai",2024-03-06,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Delhi.",hotel_booking,"Pune, Delhi",2024-07-07,No specific recommendation for this route.
"User is looking for car rental in Delhi, Mumbai.",car_rental,"Delhi, Mumbai",2024-06-15,Rent luxury SUVs in Mumbai or try budget-friendly sedans in Delhi! Don’t miss visiting the Gateway of India and India Gate.
"User is looking for car rental in Pune, Hyderabad.",car_rental,"Pune, Hyderabad",2024-10-17,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-06-22,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Bangalore.",car_rental,"Kolkata, Bangalore",2024-04-11,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Mumbai.",car_rental,"Jaipur, Mumbai",2024-02-11,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Kolkata.",car_rental,"Mumbai, Kolkata",2024-03-22,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Pune.",car_rental,"Hyderabad, Pune",2024-12-08,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-10-02,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Hyderabad.",travel_advisory,"Kolkata, Hyderabad",2024-08-15,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Chennai.",hotel_booking,"Kolkata, Chennai",2024-08-02,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Kolkata.",hotel_booking,"Bangalore, Kolkata",2024-08-20,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Kolkata.",flight_booking,"Chennai, Kolkata",2024-03-28,No specific recommendation for this route.
"User is looking for car rental in Pune, Bangalore.",car_rental,"Pune, Bangalore",2024-07-27,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Bangalore.",flight_booking,"Chennai, Bangalore",2024-10-13,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Pune.",travel_advisory,"Hyderabad, Pune",2024-02-04,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-06-12,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-08-23,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Hyderabad.",car_rental,"Jaipur, Hyderabad",2024-01-26,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Bangalore.",travel_advisory,"Chennai, Bangalore",2024-09-06,No specific recommendation for this route.
"User is looking for flight booking in Pune, Mumbai.",flight_booking,"Pune, Mumbai",2024-11-03,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Mumbai.",car_rental,"Bangalore, Mumbai",2024-05-06,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-09-28,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Bangalore.",travel_advisory,"Kolkata, Bangalore",2024-11-16,No specific recommendation for this route.
"User is looking for car rental in Chennai, Jaipur.",car_rental,"Chennai, Jaipur",2024-11-20,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Bangalore.",travel_advisory,"Mumbai, Bangalore",2024-09-19,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Hyderabad.",flight_booking,"Delhi, Hyderabad",2024-04-16,No specific recommendation for this route.
"User is looking for car rental in Delhi, Mumbai.",car_rental,"Delhi, Mumbai",2024-02-09,Rent luxury SUVs in Mumbai or try budget-friendly sedans in Delhi! Don’t miss visiting the Gateway of India and India Gate.
"User is looking for car rental in Bangalore, Bangalore.",car_rental,"Bangalore, Bangalore",2024-03-24,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Chennai.",car_rental,"Hyderabad, Chennai",2024-06-10,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Hyderabad.",flight_booking,"Delhi, Hyderabad",2024-08-04,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Pune.",travel_advisory,"Pune, Pune",2024-02-24,No specific recommendation for this route.
"User is looking for car rental in Chennai, Hyderabad.",car_rental,"Chennai, Hyderabad",2024-11-17,No specific recommendation for this route.
"User is looking for car rental in Pune, Delhi.",car_rental,"Pune, Delhi",2024-10-04,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-11-18,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-10-26,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Pune.",hotel_booking,"Kolkata, Pune",2024-05-03,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Kolkata.",hotel_booking,"Bangalore, Kolkata",2024-03-04,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-10-01,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-07-17,No specific recommendation for this route.
"User is looking for car rental in Chennai, Delhi.",car_rental,"Chennai, Delhi",2024-03-22,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Jaipur.",car_rental,"Kolkata, Jaipur",2024-10-17,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-08-03,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Jaipur.",car_rental,"Jaipur, Jaipur",2024-01-07,No specific recommendation for this route.
"User is looking for flight booking in Pune, Jaipur.",flight_booking,"Pune, Jaipur",2024-01-26,No specific recommendation for this route.
"User is looking for car rental in Pune, Mumbai.",car_rental,"Pune, Mumbai",2024-12-21,No specific recommendation for this route.
"User is looking for car rental in Chennai, Hyderabad.",car_rental,"Chennai, Hyderabad",2024-01-09,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Mumbai.",flight_booking,"Hyderabad, Mumbai",2024-05-23,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Chennai.",travel_advisory,"Jaipur, Chennai",2024-06-14,No specific recommendation for this route.
